Customer_number,prob_first_time_investor,rank,model
0089767888CAD9643D9FAC58565FDE54,0.9401680827926089,28,logreg_first_time_investor
00B7EB9B093AC1B787A79BC289A7ED13,0.9398177630636131,29,logreg_first_time_investor
0043BA6DC1DFACE42DAB2E440E09AD87,0.9384343346692117,30,logreg_first_time_investor
00357E518CEF9E49731234F59DE61F69,0.9363904053654405,31,logreg_first_time_investor
006F676A775BC2D2496AF91E857C88CD,0.9359629931753362,32,logreg_first_time_investor
00EE8F28CA92176FB33F3D87ED5708AE,0.9350324384753581,33,logreg_first_time_investor
012748C2E358C4B0E5921467125AFFCD,0.9344964606726444,34,logreg_first_time_investor
00B1D43E1F97A6BEDC8647CAF277D494,0.9336634980508581,35,logreg_first_time_investor
002AAB8BD95799D0E96DF97FA72F2A6F,0.9333251581551633,36,logreg_first_time_investor
0009FB7348EA40373A1B71A6F4CA1E8E,0.933247485620645,37,logreg_first_time_investor
00A9E1A2EB8240ABC75416D73C2D0E09,0.9319517577747803,38,logreg_first_time_investor
010E975150D706B445C85A13354AFE73,0.931716269250162,39,logreg_first_time_investor
010874535C8AF1EBD9393F61769D8BCB,0.9313220892552384,40,logreg_first_time_investor
00B0A9C1C8570DC1619E5674E7B76F90,0.9296008088876736,41,logreg_first_time_investor
012BB5FBC215BC012FC6B0E0CAF23B62,0.9288133973200114,42,logreg_first_time_investor
000919FF3EA6C1A581118B745FDDDFE4,0.9284467959844245,43,logreg_first_time_investor
011DEDBC6549027B65E5FC5A7C4EBAF0,0.9245827099652416,44,logreg_first_time_investor
01117C932FD95DCA46953476141B691A,0.9240441907319348,45,logreg_first_time_investor
014A4219FA5F4A0F7C5DF02D687DDCB4,0.9233282588839475,46,logreg_first_time_investor
012BB0044716EA1FDAC75E883F99DA45,0.9224977218654996,47,logreg_first_time_investor
009ED7B238E62A35318A91A4EDB6B045,0.9211084430119961,48,logreg_first_time_investor
00E390F4D04A98E15C954194F80353EB,0.9199805653133336,49,logreg_first_time_investor
0161F7CDCF066E8AA101221616A77A39,0.9193564896286384,50,logreg_first_time_investor
00FE4EFD33F75D748A89F7A3652F61A1,0.9190689129094921,51,logreg_first_time_investor
00C4BCC3891FA13A247A939CF19A8351,0.9183143684205245,52,logreg_first_time_investor
005CA05ACC79C65484510F354804A972,0.918115350932592,53,logreg_first_time_investor
000832D9539FA3CC239073D7D33EF6A4,0.9175137686036602,54,logreg_first_time_investor
00B258AD5E7D2B41B624B50C3CE6D16A,0.9164807093835291,55,logreg_first_time_investor
01305BBF8089774390910F8CB9B50F92,0.9139786287887438,56,logreg_first_time_investor
00864E3F40FDE7F26729FDBE9ACA78B0,0.9124557005504188,57,logreg_first_time_investor
00DB7467050776632A3BC0C685BC8617,0.9117546427613491,58,logreg_first_time_investor
011856F1D684F8B318E367F9A456B311,0.9114885580871981,59,logreg_first_time_investor
00C00DBEE854DE4B7FFC6BD19398F680,0.9108729624731946,60,logreg_first_time_investor
0057E84F7E034CFEF6498629A3457C47,0.9104750065981163,61,logreg_first_time_investor
00339FA3E0738FD979409B04FAB9B3EF,0.9092875869604926,62,logreg_first_time_investor
00A2151708F0E06839B08AC20C10E052,0.9080657364349103,63,logreg_first_time_investor
016E62AC49BFC3121280BCD1DE6496F5,0.907643725554588,64,logreg_first_time_investor
0018A575DBC107981F8C747A985DEB31,0.9066886298256908,65,logreg_first_time_investor
01408CED7090A7DACFE3010D0C2CB716,0.9064247382672034,66,logreg_first_time_investor
00243F7756E5AF1BCF41B3B9A1F589E7,0.9062103908426855,67,logreg_first_time_investor
0042ECE997A56D4A381DF3097B324B4B,0.906005773199804,68,logreg_first_time_investor
011A6069D9A16E4E62ED6C1DAADF6488,0.9058365685525924,69,logreg_first_time_investor
0119D67A90426A287911EDAD32435F91,0.9056905024495356,70,logreg_first_time_investor
00CC3BDF9A2FE35F2FCBEB63D0DE4691,0.9050667555430447,71,logreg_first_time_investor
002B6E5737511B6A2E514E7F8AC1033F,0.9033290995693101,72,logreg_first_time_investor
00441FDC00289727121BFA24DE1B3C77,0.9030160539911973,73,logreg_first_time_investor
0168DB1701B82AF404FAFC5BEDF5B1E8,0.9025238839951714,74,logreg_first_time_investor
00AB5B2234F23A6E1B97970CDABC0240,0.9021963118506776,75,logreg_first_time_investor
0131420AE7BD2DB7B8B90BC7651707E5,0.9020012144760052,76,logreg_first_time_investor
005B9F1C59D0FB59C2CBF3C6B57747E6,0.9009124328388685,77,logreg_first_time_investor
004762A8E17BF4482E7C1629BADD6B86,0.900799785038626,78,logreg_first_time_investor
0146FA4DDD279878EB240495539FEFE6,0.900707761895496,79,logreg_first_time_investor
0067FF8920D9526495D33E09BA528653,0.8991901664367415,80,logreg_first_time_investor
007043987E83FB49B944CF8E67C41FE6,0.8988632821730417,81,logreg_first_time_investor
00D41E8AADA1B4256912013498328694,0.8984268881828914,82,logreg_first_time_investor
0087528B0346B62F869729A09BD3B4EA,0.8979096479276347,83,logreg_first_time_investor
006AE86A4DEDFA86F80CA5A368AC2F14,0.8970840848513104,84,logreg_first_time_investor
00F645D23124DC281DA8259C5D619A72,0.8958452864046113,85,logreg_first_time_investor
01309709D54ED6CF8950E32A2526D4AB,0.8957679114326487,86,logreg_first_time_investor
014BC7CC0B20CDDACDA7A500559B21C3,0.8949471394746422,87,logreg_first_time_investor
001F7009A9C25E794D6B4F8460FC1F88,0.8946131787097166,88,logreg_first_time_investor
0056E2C4B3771A967DFAFC11570BCFB4,0.8936678748413519,89,logreg_first_time_investor
0031E1928E9D945068B70E00F17F5AC3,0.892793850644722,90,logreg_first_time_investor
011C6B65669F8A7F3F0700ABEECDC0C8,0.8920072155412994,91,logreg_first_time_investor
01418FEF9061E7B87599598925933B3D,0.8913023063183521,92,logreg_first_time_investor
01104F31C044C89A08D931E063E42F66,0.8912374093965598,93,logreg_first_time_investor
0076EA261AB2C57249A9E6C1FCB9CE28,0.8911852351933153,94,logreg_first_time_investor
000BDB3C9AF349914C56941299BFF26B,0.8908823524275252,95,logreg_first_time_investor
00A4AFDA5B29EE6EF3FA431E6A72D29C,0.8901995458699262,96,logreg_first_time_investor
004AF1A16BFC703A8A2E6623299FE32C,0.8893185059563888,97,logreg_first_time_investor
00A95C39B6E707170ACF74BA7929BBC8,0.8891304853385349,98,logreg_first_time_investor
002C8A0758F21C8A7B911FCC03765C51,0.8883854484079543,99,logreg_first_time_investor
00CA331E0E32A82750C153D0D916F9B8,0.8877761584365307,100,logreg_first_time_investor
0046DDD150638705BFB0FFD216C500E2,0.8854084513314089,101,logreg_first_time_investor
017331CC41D22E49024C438EED61D63F,0.8833537071411576,102,logreg_first_time_investor
001F0CE2CF0E55B2C5F54C20477CF780,0.8832503285850082,103,logreg_first_time_investor
00EBCF80047B1B4D7ED11EA972E0B8C5,0.8830117395856072,104,logreg_first_time_investor
00E21B6D6AE30A1A628802603030CA59,0.8826877354850614,105,logreg_first_time_investor
003A833FDDD5AA141C9F642A469352D7,0.8826637903507142,106,logreg_first_time_investor
00EFE736521C3BA7EB825B6284C1D5FE,0.8822132168879943,107,logreg_first_time_investor
0105175A6B3E097DD01906050ECDE458,0.8804711570846954,108,logreg_first_time_investor
000D0E7DAC14DE126385EE3FB59E6126,0.8778243436509416,109,logreg_first_time_investor
0006C5D1EB15F07080C4264AA53357CA,0.8774984701914325,110,logreg_first_time_investor
01602C47582D8AD0EECAC3C03132390E,0.8768591843699514,111,logreg_first_time_investor
00264850CFE61D49B23156C6AB09C9B7,0.8759845320433111,112,logreg_first_time_investor
00E438A65CC8DC368219C1611B7028C2,0.8753139847154023,113,logreg_first_time_investor
010E4D0C0D72AA258FC79C6D619AB32D,0.8751871688458438,114,logreg_first_time_investor
0111BDEED534B69A699FCE258A874DF5,0.87507102126477,115,logreg_first_time_investor
014041E7BE5ECB4054A2830961D11F65,0.873513182769035,116,logreg_first_time_investor
01243891EA4AA0CEAD0B2E3575CE4336,0.872540495853115,117,logreg_first_time_investor
004196754F17F3C93258A8CFF46245C3,0.8715249319846929,118,logreg_first_time_investor
001D8F0A83543215D5A170164CFCB0C4,0.8710464124340138,119,logreg_first_time_investor
0160B4C330CDE61EB8F8CA0EE4AFE503,0.8696226375633874,120,logreg_first_time_investor
009D2FE2BA40456BBE697D67DABDC74D,0.869232659574847,121,logreg_first_time_investor
013BDA9AE57B809BA0F2C3174EB15754,0.8691152226403318,122,logreg_first_time_investor
0174796FF731460A54C00D012F6EB0E8,0.8688498934182424,123,logreg_first_time_investor
00C8DE2EDA6101291A938E1B2097D9A3,0.8687238156571108,124,logreg_first_time_investor
0072853739C25F0AEFFCF55F9A71CA18,0.8685161850725578,125,logreg_first_time_investor
0146B5BB3C9F64E9122FB8F71808466A,0.8683606384968632,126,logreg_first_time_investor
008ACA615096B4A0E179D6AE58FA07BF,0.868256666004384,127,logreg_first_time_investor
00AFD040CC056F6C215AFC49B4A9C618,0.868080850616237,128,logreg_first_time_investor
011EA7C6B4CAFA03EC3A4A25A1D073BE,0.8678592378861448,129,logreg_first_time_investor
01076E415C2D72ED6E1CD36B07E31F88,0.8676590608895072,130,logreg_first_time_investor
00AC37E071B02CC86B57593B6EA512CA,0.8674065202758916,131,logreg_first_time_investor
0170512E3253192AB4D6FF92FC39083B,0.867237076344196,132,logreg_first_time_investor
00D67C00D460086279539D8AF9051020,0.8666920291269344,133,logreg_first_time_investor
0077FF7FED4F947CBFAB080EA6FBD58C,0.8665924809041253,134,logreg_first_time_investor
001483D7062A0F36D07AE5ACBCA2C68D,0.8658416277346618,135,logreg_first_time_investor
003D9E82899375A04731A8A1C2E8DDE8,0.8657028974446482,136,logreg_first_time_investor
009B925D13A1AE87A0D58CD0D946843A,0.8648433125198026,137,logreg_first_time_investor
0049D31FE8E7ABC60CDE4EEA75795704,0.8647644755960654,138,logreg_first_time_investor
0116C198E8D09C4E0F7A6D4AA6F4E446,0.8646545809470484,139,logreg_first_time_investor
0149158069E8CCDFC3D9836052EE423D,0.8645985000620602,140,logreg_first_time_investor
01061D3446C103F2966563722AF3C907,0.8640146183612333,141,logreg_first_time_investor
012B2AE2D92A32186F9E8014A91E7CCC,0.8637593907889052,142,logreg_first_time_investor
00DA1F879463C2421B4ECB0D0C4C8466,0.863320824460289,143,logreg_first_time_investor
0140A4D9219DB87A032A94FFEDFFAE71,0.8611517919669429,144,logreg_first_time_investor
015BAAD90D47661B1697217828EF62BE,0.8577872295278853,145,logreg_first_time_investor
000E6C5DAF4F99F16D3767762DF98B2F,0.8569299341603832,146,logreg_first_time_investor
00546000D60C6C3D27D8970EA3368A04,0.8563467747068779,147,logreg_first_time_investor
0164498BF1E556F98A1A81BBA2E39B7E,0.8561037249053792,148,logreg_first_time_investor
002581A8E63766E5D8F108E8126B0495,0.8552450235296294,149,logreg_first_time_investor
00DEA2EC5C4C820A35095730E17B8E0A,0.8543158866786689,150,logreg_first_time_investor
01256C7D943540ADB0441B374A19E37E,0.8542898962300967,151,logreg_first_time_investor
0086389C28CA6919E9DC86277C2A9035,0.8534101228315782,152,logreg_first_time_investor
00048512346B0EDFE201C405A687B840,0.8531091282516505,153,logreg_first_time_investor
015228AE3CAC12530D6352E675AD0B6E,0.8522695699358751,154,logreg_first_time_investor
01328B9607D7D46063ECB11D2C5E5F2F,0.8518483439028063,155,logreg_first_time_investor
00A15A77CC0800DFE8E72A1A3B36A3EA,0.8517850030566084,156,logreg_first_time_investor
0128FE0A5CCB43DAB426C96679BCCFFD,0.8515066684063881,157,logreg_first_time_investor
00E2732CDD546C7A35BFB902F6CAD392,0.8512941467415943,158,logreg_first_time_investor
01349551811691A759C4D4C88ADB5748,0.8512647764200457,159,logreg_first_time_investor
005D5866804B6663A4AEA2F4B77BEA9B,0.8505103444598713,160,logreg_first_time_investor
00491A8AA259B5FD03BE1745373E0BD0,0.8501266358507945,161,logreg_first_time_investor
0079464C46451BE59AD0BB16E7F3D714,0.8501196618498696,162,logreg_first_time_investor
00AEC0FEDFDB31769BB368642D6BB9AB,0.85001250381354,163,logreg_first_time_investor
0111C09CA54DC0FC89139261166489D9,0.8488632858743967,164,logreg_first_time_investor
00827F4CD4C333F5E452AC90E6C0087D,0.848748262194518,165,logreg_first_time_investor
0156C35DAE47778BF7D3D94AB402AC92,0.8483695216439239,166,logreg_first_time_investor
005CAF9287B51E4767A58705B79EAD48,0.8463697391568157,167,logreg_first_time_investor
0161CFC0A9ECADC2AFE52D7D7FA488DF,0.8462728928930562,168,logreg_first_time_investor
012AA10B7DBAC1FAF42B88C21152312E,0.8456188509334712,169,logreg_first_time_investor
005E5FE9BEFB2C4A8493A105171970CA,0.8454825447120139,170,logreg_first_time_investor
00D72D174CFB37C4748066E4B06824C3,0.8450415737437097,171,logreg_first_time_investor
0012403FF1A0CF5B6EE84340E2AB36DB,0.8449022675540858,172,logreg_first_time_investor
001DB5FDCB36AF56398567103A12E891,0.8440812982483237,173,logreg_first_time_investor
00E44F94E31382FBF74B739B084ABC7C,0.8438336332859154,174,logreg_first_time_investor
0153F616103B4FA1DBC23BA86C56707E,0.8429984836656507,175,logreg_first_time_investor
00D8C8B60F7B109A29151E9175DD54D7,0.8422145829103925,176,logreg_first_time_investor
015FFACB812B58065A9D588BF370686C,0.8420601429788239,177,logreg_first_time_investor
01464E95E84954399BAD30A0759A9284,0.8420500892921318,178,logreg_first_time_investor
001B1E5F0ED5FB1B5BF0C9A4C20E787F,0.8420330296065341,179,logreg_first_time_investor
0025CEB0EADD19E1B10142941E4F53E2,0.8417553584300776,180,logreg_first_time_investor
002971CEC054223CAF496C6C25578628,0.8415628649235192,181,logreg_first_time_investor
0009263A8D534F1678BF538793623E6C,0.8411372442077374,182,logreg_first_time_investor
00947F495008AADE420A526D4C86F911,0.8399484929827644,183,logreg_first_time_investor
00E6CB16971FCFC37399E72E4D46C1C4,0.8397640399181532,184,logreg_first_time_investor
005354D0DCF00BEF3286D78A4F34FFEC,0.8386979450535339,185,logreg_first_time_investor
004BF6C7D51D396FCB1525D9D3987722,0.8384974054482633,186,logreg_first_time_investor
0163AC25382F73B19C9A38AB031BD46B,0.8384185088803985,187,logreg_first_time_investor
0031AA7FADFBF47ECECCAA4E76B1197A,0.8382969096653256,188,logreg_first_time_investor
0072A24F644FCCD9C1A6EA100E3EA1AF,0.8382054416930892,189,logreg_first_time_investor
005EB29717D43057636FF235B0E63726,0.8378821726636542,190,logreg_first_time_investor
00EE3D8A9C151B5F5A794D6C8AB5903E,0.8378318850657664,191,logreg_first_time_investor
01025C598363176A60A6703FB5CE7970,0.8372820937903342,192,logreg_first_time_investor
004B28D3E4CBBF6F9436E7B8761FA4BF,0.8370241732376976,193,logreg_first_time_investor
00BB65A990671E19BEC04BCB0CDBC9D1,0.8364306168538574,194,logreg_first_time_investor
005E65B9EC01921DC61F964D65EC35F7,0.8364240707805598,195,logreg_first_time_investor
012C86209690A2F58D63E006177565EB,0.836320949763921,196,logreg_first_time_investor
0129162C66B177E6B795E54546B04513,0.8356425754049165,197,logreg_first_time_investor
007F17C99D3062090A89C171FE037370,0.8353571128342826,198,logreg_first_time_investor
015E43F82638AB33EDED23A338B49372,0.8349938658766617,199,logreg_first_time_investor
0084DCCD66554F9C72ED7B4B1B4EAF66,0.8348427967983779,200,logreg_first_time_investor
0141FA8DEDB8EF5ED44267F9D9A16CE7,0.8346804059286269,201,logreg_first_time_investor
00F7A6EB70D90ECE4C09FAADBF0B38EE,0.8346755193234359,202,logreg_first_time_investor
00FF746958CE937E7C9A0073DC1A56A1,0.8345466175734961,203,logreg_first_time_investor
001AF70F7B6A62D2D8343657B3162053,0.834278067157328,204,logreg_first_time_investor
008759B6C990C6D42CC4D00DEE963714,0.8339560086420166,205,logreg_first_time_investor
011DEB99827631D2A0685B56C2AE4F17,0.833651008692776,206,logreg_first_time_investor
00B45A83736912560445691238A7A3E5,0.8336056927141162,207,logreg_first_time_investor
0159BE7B970B1CB5CA8E0D8FACC1AD54,0.832625124284938,208,logreg_first_time_investor
004A375C419F83936659191ABFF1FA13,0.8325171785651331,209,logreg_first_time_investor
01019E4531E7229D61553DE0C22E0D2F,0.8315025700635503,210,logreg_first_time_investor
0052D2A89902E5CDCB67D227BE009969,0.8314876023676127,211,logreg_first_time_investor
00378CB84F1C79D2BC5B55F2823B895E,0.8314866612729745,212,logreg_first_time_investor
01329E7C2B6E17752B838D3740858BE3,0.8308995334303924,213,logreg_first_time_investor
005B07D304DF570B05572EB74A6F6D29,0.8304546330455695,214,logreg_first_time_investor
0020360CB831EA7EF0C59852BC2FED92,0.8304369064181948,215,logreg_first_time_investor
0078DCEFE1D8B5724E661721528B99EE,0.8302895489539523,216,logreg_first_time_investor
0148474270AAB24624ABC706D8713FF8,0.8299199768218894,217,logreg_first_time_investor
00647CD67F831BBE16C59EB1D1792D75,0.8299156565729937,218,logreg_first_time_investor
0019EB2B6A3621B504D49086B23B1A90,0.8295985509701033,219,logreg_first_time_investor
002C213F9E0FFBE20FB6270E62E1F4F3,0.8291072592481648,220,logreg_first_time_investor
00B26202478A7237B9517DABAD9FC032,0.8290344756165984,221,logreg_first_time_investor
00696A5B2C037ABDA7020B1FE2E2701A,0.8284314568728467,222,logreg_first_time_investor
015CD6B663FA934448B696CC62C93EC4,0.8282733938271084,223,logreg_first_time_investor
015489E8B3AA557E8CA2EA8A914BC4A3,0.8280508062008193,224,logreg_first_time_investor
013A7342D1B5CBDF8D3C75FEDEDAF091,0.8277522994198524,225,logreg_first_time_investor
00A7A1E2C121036490E236BA769F4C93,0.8268895733380507,226,logreg_first_time_investor
00DA319A9DE6FAC9373E6B4F468C5154,0.8268438811398149,227,logreg_first_time_investor
0107133A86B965B9532BAE744B6A637B,0.8251749220517398,228,logreg_first_time_investor
003BD8BA6081B900507A4B20A8B41E92,0.8248216877890943,229,logreg_first_time_investor
01534421E76F79E7AFB83C87FBE4FFCE,0.8247486969834272,230,logreg_first_time_investor
0110F1DBC4FF044F9A38C89CF93D1D37,0.8244320047008457,231,logreg_first_time_investor
00218D667D92C9CAEADAA4967D836A9B,0.8241461748989894,232,logreg_first_time_investor
011308970B2CCF8A730E48639BB4CE91,0.8237971268762666,233,logreg_first_time_investor
003B9443937403C1DBB1D5099DF954C8,0.8237957303328587,234,logreg_first_time_investor
016F6B6D1DA7A6E6AF0C0C1C69E2E44E,0.8236228280380509,235,logreg_first_time_investor
007FC8E58D6489DC42B602F57A18768E,0.823400059405387,236,logreg_first_time_investor
003791F2BE950EE82FA8912227045751,0.8233297843531676,237,logreg_first_time_investor
0067ABA743C82926CC7E49B31627CCB1,0.82244656543648,238,logreg_first_time_investor
0080A8411EF2EAA1A3977E95AC8C1E5A,0.822288491698882,239,logreg_first_time_investor
006DFD70A38C10920A669DBCEA637DB2,0.821667185064022,240,logreg_first_time_investor
01063F25459853058BFE4BE4EE1EBFD2,0.8216431352680363,241,logreg_first_time_investor
00F779432C1D8521D1F0170487FCCB42,0.8214329903933811,242,logreg_first_time_investor
00C5CC7BA537A9ACB90EE7064F76A5BB,0.8202786128501406,243,logreg_first_time_investor
000A77B56707D7CEE7D4FF0237B291C5,0.8202319288851416,244,logreg_first_time_investor
00D61D70DA239DA0727A4DEE03738B8E,0.8199195659047306,245,logreg_first_time_investor
009D937C90FC97DCC9E47EB1D9324CB7,0.8197425370380625,246,logreg_first_time_investor
003C2AFEF240A8B31D981016535BFC62,0.8187846010913238,247,logreg_first_time_investor
01748766A733B0B85FD99FD198D249BF,0.8184177313598147,248,logreg_first_time_investor
00302E30F0C31B3291F7F2094A94D8E2,0.8181575557093297,249,logreg_first_time_investor
00827245AD0B46088C31070872DF94C0,0.8180412188774011,250,logreg_first_time_investor
01011AB0BB05B2B099ABBEC20BABBC6F,0.817539399394006,251,logreg_first_time_investor
00109BC67E97BCCFB894D41FE91D64B6,0.8163713473632803,252,logreg_first_time_investor
0147EE9B3C3EBAA296AB2697BF043FF5,0.815537583634702,253,logreg_first_time_investor
011A192027A45211D423CFC43225A4F4,0.8151942793793545,254,logreg_first_time_investor
0041D8DCA0ACB3E6F19EB8154CF9A740,0.8151402050286221,255,logreg_first_time_investor
0042D383F8B4E061E03B41913C924DF2,0.8145491753267488,256,logreg_first_time_investor
00BFBDBDC0123D79012A49D14BADCFB8,0.8143158274323052,257,logreg_first_time_investor
00E6EACEC3443A53337532CFE2299EBF,0.8137667554995847,258,logreg_first_time_investor
00CC8EC3279573F6B3FDFCC4F07E1ECB,0.8131773693753156,259,logreg_first_time_investor
00D11B82333BB7EE167A508A6DBEFE00,0.8131306568403569,260,logreg_first_time_investor
00D2AAF391BAA1846F4F729B55D973AD,0.81236553919833,261,logreg_first_time_investor
0109B555E03C74A96B5B8B0DCCA9BFF0,0.8123096307815137,262,logreg_first_time_investor
01698E332E5E1B5D093F5A379E03242A,0.8122221498378794,263,logreg_first_time_investor
00084331022786967E687ABD4C7542C7,0.8113597551000175,264,logreg_first_time_investor
00D23ABA5304D7DC019AFB85F98780F4,0.8109228638342995,265,logreg_first_time_investor
012D4098232B9B26F28EFEA73905C9B5,0.8107365497259686,266,logreg_first_time_investor
01699BE60A5AB0E028DC4D964D81EEE2,0.810181128325392,267,logreg_first_time_investor
0002649A2D7883FA4513F27665B83C8C,0.8096683240309459,268,logreg_first_time_investor
00583EDA8DC70F37823978E6451DFC20,0.8088399628048893,269,logreg_first_time_investor
000A72BEA3CA885AA8FD714C04F4A28E,0.8086407364793547,270,logreg_first_time_investor
00BE02A1B84C41146765E18998155BA0,0.8084797303705676,271,logreg_first_time_investor
00B738E0239CAB984FA74D904FE06377,0.8083556830643712,272,logreg_first_time_investor
0111FE07A0F94BA4ACCC398CA5BEF29B,0.808029830982936,273,logreg_first_time_investor
00F014E689D1D546B2629FA7FBEBA1B7,0.8074039643838518,274,logreg_first_time_investor
00D7EA260DBBBFCAFF14503039822F50,0.8068274931145023,275,logreg_first_time_investor
00E2633BFB03DCE9CEDC4455BAA2A729,0.8065457971370038,276,logreg_first_time_investor
01691929AE0D0FCF997C8C46A08BC439,0.8064964241798672,277,logreg_first_time_investor
006395508A2792EB54EB9E7C53A3A9F7,0.8060434424802235,278,logreg_first_time_investor
0169C1EBE1651769732CD9435D1EE2BE,0.8051774855865261,279,logreg_first_time_investor
012A94F2EB2E9F188F203A08C894AC5C,0.8050487497280647,280,logreg_first_time_investor
00457FA03C4E724A1155F68E97FD7B5A,0.8036803383568217,281,logreg_first_time_investor
0064BA1DC17747B16ECFBF1D3AF00852,0.8036764092461497,282,logreg_first_time_investor
016BC59ACAAC8E02E12F21D0F91D41CD,0.8033693407714085,283,logreg_first_time_investor
0096645C95016589ADC6D20A8D77F079,0.80327473179891,284,logreg_first_time_investor
010D8D7204058C900729BFEB5273615C,0.8021334310980911,285,logreg_first_time_investor
00848523D8FFBAEC1D8EF376F7DD6DC4,0.8016457602785754,286,logreg_first_time_investor
00CE5C7CE7C8DDB8D021E6E06BE6DEAC,0.8006783282461798,287,logreg_first_time_investor
01689F491CBC87B310CE13DDA5EDF2E7,0.7997751009633197,288,logreg_first_time_investor
00DA5C7380C8E143BEF4563585018295,0.7990321467322337,289,logreg_first_time_investor
00AB4978964581F672EBE3FD7CD78C0D,0.7988803096715354,290,logreg_first_time_investor
00878A6CF3CC4835C875F5D2A2DDBA19,0.798822798957774,291,logreg_first_time_investor
000681C7CD56C8BBA3CB353F80A9CCDD,0.7984908674071978,292,logreg_first_time_investor
004C5213C4CD7D5E5DCED79620E75C4D,0.7983878160231965,293,logreg_first_time_investor
0096F88770B019E2E7E5F51FD849603D,0.7972150031509609,294,logreg_first_time_investor
001CB9FBA7E85E5CF5177B4F040FD16E,0.7970335940141148,295,logreg_first_time_investor
0120A37CBF1BC9988576E6883011F096,0.7964238398997211,296,logreg_first_time_investor
0060419643221160AD02FBAEB5045BEB,0.7962103875729329,297,logreg_first_time_investor
0111FFD8BD3864928A6FB588FBCE4558,0.7960234599769955,298,logreg_first_time_investor
015C2982102DE9273E310F174A01E1B1,0.7958832123379453,299,logreg_first_time_investor
0140EB1D5CD7CF4D787EC197D368715A,0.795736194062627,300,logreg_first_time_investor
00FBBF343468E15731E7B26F0C9BC252,0.7956900389356806,301,logreg_first_time_investor
0055CAF427D051C9312AB3C11D077DCF,0.7954735802859553,302,logreg_first_time_investor
017067BC4912949F81928EA5F39C5464,0.7953787044260242,303,logreg_first_time_investor
012953CC524C25AE073F9A2AF97579DE,0.7949992879515669,304,logreg_first_time_investor
00BED6D00F6B4A941F14954458933A02,0.794263146292256,305,logreg_first_time_investor
012635D1AF4A69460D583EA90C31A330,0.7937340767960981,306,logreg_first_time_investor
00B4BB6FF1A8DF359F91D49393E8372E,0.7935102544319754,307,logreg_first_time_investor
016C96D9E10CE32DE0DF628E35F3837E,0.7934566865101166,308,logreg_first_time_investor
0013B2694ACAC37A13C5E813DD390C2B,0.7927698448842103,309,logreg_first_time_investor
014E17C2EC7582B83831B011BE9653AC,0.7926885349530763,310,logreg_first_time_investor
00BD8E3B947C5F52D3C23EF24B1CF445,0.7922861743529095,311,logreg_first_time_investor
009A3BE2E8323409F72E1AB51B630E60,0.7918188914538006,312,logreg_first_time_investor
01575194C66DE5EE04DC2EE53697AE3D,0.791618664926927,313,logreg_first_time_investor
012B581297DF51EB050E957250F1DA7E,0.7914721852527438,314,logreg_first_time_investor
